0024597f,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.955
002664f1,0.005,0.005,0.005,0.955,0.005,0.005,0.005,0.005,0.005,0.005
00267506,0.005,0.005,0.005,0.005,0.005,0.005,0.955,0.005,0.005,0.005
0028a913,0.005,0.005,0.005,0.005,0.955,0.005,0.005,0.005,0.005,0.005
002a8dff,0.005,0.005,0.005,0.005,0.005,0.955,0.005,0.005,0.005,0.005
002b269a,0.005,0.005,0.005,0.005,0.005,0.955,0.005,0.005,0.005,0.005
002b9368,0.005,0.005,0.005,0.005,0.005,0.955,0.005,0.005,0.005,0.005
002bdfd0,0.005,0.005,0.005,0.955,0.005,0.005,0.005,0.005,0.005,0.005
002c0588,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.955,0.005
002c808f,0.005,0.005,0.005,0.005,0.005,0.955,0.005,0.005,0.005,0.005
002d7ef8,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.955,0.005
002df216,0.005,0.005,0.005,0.005,0.955,0.005,0.005,0.005,0.005,0.005
002dfc96,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.955,0.005
0030c286,0.005,0.005,0.005,0.005,0.955,0.005,0.005,0.005,0.005,0.005
00316648,0.005,0.005,0.955,0.005,0.005,0.005,0.005,0.005,0.005,0.005
00318263,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.955,0.005,0.005
00320023,0.005,0.005,0.005,0.955,0.005,0.005,0.005,0.005,0.005,0.005
003347b0,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.955
00357b49,0.005,0.955,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005
003849c4,0.005,0.005,0.955,0.005,0.005,0.005,0.005,0.005,0.005,0.005
0038ec14,0.005,0.005,0.955,0.005,0.005,0.005,0.005,0.005,0.005,0.005
003adead,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.955,0.005
003c3962,0.005,0.005,0.005,0.005,0.955,0.005,0.005,0.005,0.005,0.005
003d5a12,0.005,0.005,0.005,0.005,0.005,0.005,0.955,0.005,0.005,0.005
003deb09,0.005,0.005,0.005,0.955,0.005,0.005,0.005,0.005,0.005,0.005
003e9164,0.005,0.005,0.955,0.005,0.005,0.005,0.005,0.005,0.005,0.005
003ea6b5,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.955
003eae3c,0.005,0.005,0.005,0.005,0.955,0.005,0.005,0.005,0.005,0.005
0040d874,0.005,0.005,0.005,0.955,0.005,0.005,0.005,0.005,0.005,0.005
0043454d,0.005,0.005,0.005,0.005,0.005,0.955,0.005,0.005,0.005,0.005
0043dccb,0.005,0.005,0.005,0.005,0.955,0.005,0.005,0.005,0.005,0.005
00448f5f,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.955,0.005,0.005
004696d4,0.005,0.005,0.005,0.955,0.005,0.005,0.005,0.005,0.005,0.005
0047cb1c,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.955,0.005,0.005
0048fe27,0.005,0.005,0.005,0.955,0.005,0.005,0.005,0.005,0.005,0.005
004aa934,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.955,0.005,0.005
004c3f84,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.955,0.005
004c4ddf,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.955,0.005,0.005
004d7322,0.005,0.005,0.005,0.955,0.005,0.005,0.005,0.005,0.005,0.005
004d8314,0.005,0.005,0.955,0.005,0.005,0.005,0.005,0.005,0.005,0.005
004e78bf,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.955
00509f3c,0.955,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005
00525918,0.005,0.005,0.005,0.005,0.955,0.005,0.005,0.005,0.005,0.005
0054250e,0.955,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005
00545fd1,0.955,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005
0056c3a7,0.005,0.005,0.005,0.955,0.005,0.005,0.005,0.005,0.005,0.005
00573f98,0.005,0.005,0.005,0.955,0.005,0.005,0.005,0.005,0.005,0.005
0057e2e9,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.955,0.005
005b63ab,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.955,0.005,0.005
005c8f71,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.955,0.005,0.005
005cc0a5,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.955,0.005
005ee654,0.005,0.955,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005
0061ed86,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.955,0.005
00638de8,0.005,0.005,0.005,0.955,0.005,0.005,0.005,0.005,0.005,0.005
00664e46,0.005,0.005,0.005,0.005,0.005,0.955,0.005,0.005,0.005,0.005
006774e8,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.955,0.005,0.005
00679615,0.005,0.005,0.005,0.005,0.955,0.005,0.005,0.005,0.005,0.005
0067d2e4,0.955,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005
0067ed4e,0.005,0.955,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005
00684e48,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.955,0.005,0.005
0068b791,0.955,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005
0068fca9,0.005,0.005,0.005,0.005,0.005,0.005,0.955,0.005,0.005,0.005
0069a70c,0.005,0.005,0.005,0.005,0.005,0.005,0.955,0.005,0.005,0.005
0069c2c8,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.955
006ad17a,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.955
006b8ca5,0.005,0.955,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005
006c006b,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.955,0.005,0.005
006fcf2b,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.955
00709646,0.005,0.005,0.005,0.005,0.955,0.005,0.005,0.005,0.005,0.005
0070fcc4,0.005,0.005,0.005,0.005,0.005,0.955,0.005,0.005,0.005,0.005
00713e49,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.955,0.005,0.005
00718f5c,0.005,0.005,0.005,0.005,0.005,0.005,0.955,0.005,0.005,0.005
0073759f,0.005,0.005,0.005,0.005,0.005,0.955,0.005,0.005,0.005,0.005
00748d30,0.005,0.005,0.955,0.005,0.005,0.005,0.005,0.005,0.005,0.005
0074cb56,0.005,0.005,0.005,0.005,0.955,0.005,0.005,0.005,0.005,0.005
00754629,0.005,0.005,0.955,0.005,0.005,0.005,0.005,0.005,0.005,0.005
007929ca,0.005,0.005,0.955,0.005,0.005,0.005,0.005,0.005,0.005,0.005
007abb82,0.005,0.005,0.005,0.005,0.005,0.005,0.955,0.005,0.005,0.005
007bbc52,0.005,0.955,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005
007c5e19,0.005,0.955,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005
007f09e1,0.005,0.005,0.005,0.005,0.955,0.005,0.005,0.005,0.005,0.005
00808e7e,0.005,0.955,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005
00818516,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.955
00854593,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.955
0086d4b7,0.005,0.005,0.005,0.005,0.955,0.005,0.005,0.005,0.005,0.005
0086de2f,0.005,0.005,0.005,0.005,0.955,0.005,0.005,0.005,0.005,0.005
00897c45,0.005,0.005,0.955,0.005,0.005,0.005,0.005,0.005,0.005,0.005
008ba914,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.955
008dbc2e,0.005,0.005,0.955,0.005,0.005,0.005,0.005,0.005,0.005,0.005
008de4ae,0.005,0.955,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005
008e9149,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.955
008efce6,0.005,0.005,0.005,0.005,0.005,0.955,0.005,0.005,0.005,0.005
008f9ca7,0.005,0.955,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005
0090eb86,0.005,0.005,0.005,0.005,0.005,0.005,0.955,0.005,0.005,0.005
0091bef1,0.005,0.005,0.005,0.005,0.005,0.005,0.955,0.005,0.005,0.005
009221da,0.005,0.005,0.005,0.005,0.005,0.005,0.955,0.005,0.005,0.005
0092288c,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.955,0.005
009328ca,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.955,0.005
00940dd2,0.005,0.005,0.005,0.005,0.955,0.005,0.005,0.005,0.005,0.005
00958bec,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.955
0095cebd,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.955,0.005
0097774e,0.005,0.005,0.005,0.005,0.005,0.955,0.005,0.005,0.005,0.005
00983f31,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.955,0.005
009889c9,0.005,0.955,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005
00999581,0.005,0.005,0.955,0.005,0.005,0.005,0.005,0.005,0.005,0.005
009a4ea9,0.005,0.005,0.955,0.005,0.005,0.005,0.005,0.005,0.005,0.005
009c9c36,0.005,0.955,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005
009eb9da,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.955
009f235e,0.005,0.005,0.005,0.005,0.005,0.005,0.955,0.005,0.005,0.005
009fd06b,0.005,0.005,0.005,0.005,0.005,0.005,0.955,0.005,0.005,0.005
00a2bbfb,0.005,0.005,0.005,0.005,0.955,0.005,0.005,0.005,0.005,0.005
00a3109e,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.955,0.005,0.005
00a37a59,0.005,0.005,0.005,0.005,0.955,0.005,0.005,0.005,0.005,0.005
00a53484,0.005,0.005,0.005,0.005,0.955,0.005,0.005,0.005,0.005,0.005
00a57e5c,0.005,0.955,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005
00a66e40,0.005,0.005,0.005,0.955,0.005,0.005,0.005,0.005,0.005,0.005
00a7b3f5,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.955,0.005,0.005
00a87a1c,0.005,0.955,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005
00a8bf2d,0.005,0.005,0.005,0.005,0.005,0.955,0.005,0.005,0.005,0.005
00a987cd,0.005,0.005,0.955,0.005,0.005,0.005,0.005,0.005,0.005,0.005
00a9f547,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.955,0.005,0.005
00aa99ac,0.955,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005
00aba723,0.005,0.005,0.005,0.005,0.005,0.005,0.955,0.005,0.005,0.005
00abc451,0.005,0.955,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005
00ac4184,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.955,0.005,0.005
00ad15c4,0.005,0.955,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005
00ad745b,0.005,0.005,0.005,0.955,0.005,0.005,0.005,0.005,0.005,0.005
00ad7f95,0.955,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005
00af4cec,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.955,0.005,0.005
00b09a41,0.005,0.005,0.005,0.005,0.005,0.005,0.955,0.005,0.005,0.005
00b18a47,0.005,0.005,0.005,0.955,0.005,0.005,0.005,0.005,0.005,0.005
00b2e189,0.005,0.005,0.005,0.005,0.955,0.005,0.005,0.005,0.005,0.005
00b2fa3e,0.005,0.005,0.005,0.005,0.955,0.005,0.005,0.005,0.005,0.005
00b32499,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.955
00b3bf0f,0.005,0.005,0.005,0.005,0.955,0.005,0.005,0.005,0.005,0.005
00b4b9ff,0.005,0.005,0.005,0.005,0.005,0.005,0.955,0.005,0.005,0.005
00ba5109,0.005,0.005,0.955,0.005,0.005,0.005,0.005,0.005,0.005,0.005
00bb2b82,0.005,0.955,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005
00bbd930,0.005,0.005,0.005,0.005,0.005,0.005,0.955,0.005,0.005,0.005
00bbed52,0.005,0.955,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005
00bc6efb,0.005,0.005,0.005,0.005,0.005,0.955,0.005,0.005,0.005,0.005
00bd03ab,0.005,0.005,0.005,0.005,0.005,0.955,0.005,0.005,0.005,0.005
00bd2bbc,0.005,0.005,0.005,0.005,0.955,0.005,0.005,0.005,0.005,0.005
00bd7c2b,0.005,0.005,0.955,0.005,0.005,0.005,0.005,0.005,0.005,0.005
00bdd88a,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.955,0.005,0.005
00bf859e,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.955
00bf9fdf,0.955,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005
00c023df,0.955,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005
00c08a85,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.955
00c0ec2f,0.005,0.005,0.005,0.005,0.005,0.005,0.955,0.005,0.005,0.005
00c11e59,0.005,0.005,0.955,0.005,0.005,0.005,0.005,0.005,0.005,0.005
00c1399b,0.005,0.005,0.005,0.005,0.005,0.005,0.955,0.005,0.005,0.005
00c1e546,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.955,0.005,0.005
00c29ce6,0.005,0.005,0.005,0.005,0.005,0.005,0.955,0.005,0.005,0.005
00c2adef,0.955,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005
00c49d05,0.005,0.005,0.955,0.005,0.005,0.005,0.005,0.005,0.005,0.005
00c4ba2f,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.955,0.005
00c6dba0,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.955,0.005
00c8f027,0.005,0.005,0.955,0.005,0.005,0.005,0.005,0.005,0.005,0.005
00c99d4d,0.005,0.955,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005
00caf809,0.005,0.005,0.005,0.005,0.005,0.955,0.005,0.005,0.005,0.005
00cb9bf3,0.005,0.005,0.005,0.005,0.005,0.005,0.955,0.005,0.005,0.005
00cc6411,0.005,0.005,0.005,0.005,0.955,0.005,0.005,0.005,0.005,0.005
00d16df3,0.005,0.955,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005
00d41d86,0.005,0.005,0.955,0.005,0.005,0.005,0.005,0.005,0.005,0.005
00d4411d,0.005,0.955,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005
00d4f67c,0.005,0.005,0.005,0.005,0.005,0.005,0.955,0.005,0.005,0.005
00d5559d,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.955,0.005
00d74f6b,0.005,0.005,0.005,0.005,0.005,0.005,0.955,0.005,0.005,0.005
00d78440,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.955
00d80acd,0.005,0.005,0.005,0.005,0.955,0.005,0.005,0.005,0.005,0.005
00d87caf,0.005,0.005,0.005,0.005,0.955,0.005,0.005,0.005,0.005,0.005
00d93721,0.005,0.955,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005
00d9c275,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.955
00dacac7,0.955,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005
00dcadd2,0.005,0.955,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005
00dce382,0.005,0.005,0.005,0.005,0.005,0.005,0.955,0.005,0.005,0.005
00de758d,0.005,0.005,0.005,0.005,0.005,0.955,0.005,0.005,0.005,0.005
00dfd1a5,0.005,0.955,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005
00e0121d,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.955,0.005,0.005
00e16476,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.955,0.005,0.005
00e37c36,0.005,0.005,0.005,0.005,0.005,0.005,0.955,0.005,0.005,0.005
00e38291,0.005,0.005,0.005,0.005,0.955,0.005,0.005,0.005,0.005,0.005
00e3dd89,0.005,0.955,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005
00e42712,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.955
00e4e2c8,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.955,0.005,0.005
00e71e7b,0.005,0.005,0.005,0.005,0.005,0.005,0.955,0.005,0.005,0.005
00e90c45,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.955
00e91040,0.005,0.005,0.005,0.005,0.005,0.005,0.955,0.005,0.005,0.005
00f0760f,0.005,0.005,0.005,0.005,0.005,0.005,0.955,0.005,0.005,0.005
00f19d58,0.955,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005
00f30e3d,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.955,0.005,0.005
00f32090,0.005,0.005,0.005,0.955,0.005,0.005,0.005,0.005,0.005,0.005
00f3780b,0.005,0.005,0.955,0.005,0.005,0.005,0.005,0.005,0.005,0.005
00f3820e,0.005,0.005,0.005,0.955,0.005,0.005,0.005,0.005,0.005,0.005
00f481c1,0.005,0.005,0.005,0.005,0.005,0.005,0.955,0.005,0.005,0.005
00f6cd32,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.955
00f9b2f1,0.955,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005
00fa1fa9,0.005,0.955,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005
00fc41ab,0.955,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005
00fdde06,0.005,0.955,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005
0100bdeb,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.955,0.005,0.005
0101007e,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.955,0.005,0.005
01011bed,0.005,0.005,0.955,0.005,0.005,0.005,0.005,0.005,0.005,0.005
01023e31,0.005,0.005,0.005,0.955,0.005,0.005,0.005,0.005,0.005,0.005
0103f844,0.955,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005
010403ab,0.005,0.005,0.005,0.955,0.005,0.005,0.005,0.005,0.005,0.005
0104a2b1,0.005,0.005,0.955,0.005,0.005,0.005,0.005,0.005,0.005,0.005
0107ab60,0.005,0.955,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005
01084df0,0.005,0.005,0.005,0.005,0.955,0.005,0.005,0.005,0.005,0.005
01085b54,0.005,0.005,0.005,0.005,0.955,0.005,0.005,0.005,0.005,0.005
0109de6b,0.005,0.005,0.005,0.005,0.005,0.005,0.955,0.005,0.005,0.005
010af44c,0.955,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005
010ba2d7,0.005,0.005,0.955,0.005,0.005,0.005,0.005,0.005,0.005,0.005
010cd95c,0.955,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005
010d0f8b,0.005,0.005,0.005,0.955,0.005,0.005,0.005,0.005,0.005,0.005
010d481c,0.005,0.955,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005
010d63e4,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.955
010e7d79,0.005,0.005,0.005,0.005,0.955,0.005,0.005,0.005,0.005,0.005
010f00bd,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.955,0.005
010fa89c,0.005,0.005,0.005,0.005,0.005,0.955,0.005,0.005,0.005,0.005
01105608,0.005,0.005,0.005,0.955,0.005,0.005,0.005,0.005,0.005,0.005
011284cf,0.005,0.005,0.955,0.005,0.005,0.005,0.005,0.005,0.005,0.005
0112c73a,0.005,0.005,0.955,0.005,0.005,0.005,0.005,0.005,0.005,0.005
011375f7,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.955,0.005
01139c0b,0.955,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005
01140cf7,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.955
01154f8c,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.955,0.005
011613f6,0.005,0.005,0.005,0.005,0.005,0.005,0.955,0.005,0.005,0.005
0116c3df,0.005,0.005,0.005,0.955,0.005,0.005,0.005,0.005,0.005,0.005
0117d283,0.005,0.005,0.005,0.955,0.005,0.005,0.005,0.005,0.005,0.005
0119fcb5,0.005,0.005,0.955,0.005,0.005,0.005,0.005,0.005,0.005,0.005
011c0b6e,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.955,0.005
011d7f40,0.005,0.005,0.005,0.955,0.005,0.005,0.005,0.005,0.005,0.005
011ded76,0.005,0.005,0.955,0.005,0.005,0.005,0.005,0.005,0.005,0.005
0120212e,0.005,0.005,0.005,0.005,0.005,0.955,0.005,0.005,0.005,0.005
0122d4b3,0.005,0.005,0.005,0.005,0.005,0.005,0.955,0.005,0.005,0.005
0124f26b,0.955,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005
0125ae32,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.955,0.005,0.005
01270a8e,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.955,0.005,0.005
01279975,0.005,0.955,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005
01280074,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.955,0.005
01299af5,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.955,0.005,0.005
0129b594,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.955,0.005
012a70d7,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.955
012aaee6,0.005,0.005,0.005,0.955,0.005,0.005,0.005,0.005,0.005,0.005
012afeaf,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.955,0.005,0.005
012bb568,0.955,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005
012bbb79,0.955,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005
012e10c2,0.005,0.955,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005
012ff3cf,0.005,0.005,0.005,0.005,0.005,0.955,0.005,0.005,0.005,0.005
0131af37,0.005,0.005,0.955,0.005,0.005,0.005,0.005,0.005,0.005,0.005
01321a09,0.955,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005
01329d88,0.005,0.005,0.005,0.005,0.955,0.005,0.005,0.005,0.005,0.005
01330b2d,0.955,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005
01346097,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.955
0135ff9c,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.955,0.005,0.005
01361308,0.005,0.005,0.955,0.005,0.005,0.005,0.005,0.005,0.005,0.005
0136239d,0.005,0.005,0.005,0.955,0.005,0.005,0.005,0.005,0.005,0.005
0138519a,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.955,0.005,0.005
01393e39,0.005,0.005,0.955,0.005,0.005,0.005,0.005,0.005,0.005,0.005
013960af,0.005,0.005,0.005,0.005,0.005,0.955,0.005,0.005,0.005,0.005
013a6fda,0.005,0.005,0.005,0.005,0.005,0.955,0.005,0.005,0.005,0.005
013a9d67,0.005,0.005,0.005,0.005,0.955,0.005,0.005,0.005,0.005,0.005
013ad631,0.005,0.005,0.005,0.955,0.005,0.005,0.005,0.005,0.005,0.005
013d21e3,0.005,0.005,0.955,0.005,0.005,0.005,0.005,0.005,0.005,0.005
013d4814,0.955,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005
013e3a6d,0.005,0.005,0.005,0.005,0.955,0.005,0.005,0.005,0.005,0.005
013e923a,0.005,0.005,0.005,0.005,0.955,0.005,0.005,0.005,0.005,0.005
014143c4,0.005,0.005,0.005,0.005,0.005,0.955,0.005,0.005,0.005,0.005
01421a41,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.955,0.005,0.005
01434721,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.955
0143fcfa,0.005,0.005,0.005,0.955,0.005,0.005,0.005,0.005,0.005,0.005
014452b4,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.955,0.005,0.005
014508e0,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.955
0145209f,0.005,0.005,0.005,0.955,0.005,0.005,0.005,0.005,0.005,0.005
